county_fips,margin_2012,margin_2016,margin_2020,delta_2012_16,delta_2016_20,abs_delta_2012_16,abs_delta_2016_20
01001,-0.46030419521978944,-0.48996916670003604,-0.4441843716240547,-0.029664971480246605,0.04578479507598132,0.029664971480246605,0.04578479507598132
01003,-0.5576882514237502,-0.571601113269968,-0.5376234283682382,-0.013912861846217761,0.03397768490172981,0.013912861846217761,0.03397768490172981
01005,0.031453644973499006,-0.055688222370809004,-0.07663053812511883,-0.08714186734430801,-0.020942315754309826,0.08714186734430801,0.020942315754309826
01007,-0.46674584323040375,-0.5515364553804286,-0.5772798332464825,-0.08479061215002487,-0.02574337786605385,0.08479061215002487,0.02574337786605385
01009,-0.7409397650587353,-0.8090901985305612,-0.8000217485863419,-0.06815043347182592,0.009068449944219292,0.06815043347182592,0.009068449944219292
01011,0.5279969936114243,0.5074309978768576,0.49859093865163673,-0.020565995734566633,-0.008840059225220909,0.020565995734566633,0.008840059225220909
01013,-0.07508424599831504,-0.1345625286303252,-0.1573566610455312,-0.05947828263201016,-0.022794132415206003,0.05947828263201016,0.022794132415206003
01015,-0.31923816935815125,-0.40997409326424866,-0.39003197144146085,-0.09073592390609742,0.019942121822787817,0.09073592390609742,0.019942121822787817
01017,-0.05167339675586885,-0.1481294964028777,-0.15624182151269306,-0.09645609964700885,-0.008112325109815355,0.09645609964700885,0.008112325109815355
01019,-0.5495449432457307,-0.6900214292369329,-0.7283147711568165,-0.14047648599120222,-0.03829334191988365,0.14047648599120222,0.03829334191988365
01021,-0.6033100446684229,-0.6625292612553759,-0.6738477472812014,-0.05921921658695306,-0.011318486025825525,0.05921921658695306,0.011318486025825525
01023,-0.04593373493975905,-0.13672517827756447,-0.15661843515541268,-0.09079144333780542,-0.01989325687784821,0.09079144333780542,0.01989325687784821
01025,-0.08201573893581687,-0.10674545315018036,-0.11945184621240956,-0.024729714214363485,-0.012706393062229204,0.024729714214363485,0.012706393062229204
01027,-0.45631942359651756,-0.605072463768116,-0.6253968253968254,-0.1487530401715984,-0.02032436162870943,0.1487530401715984,0.02032436162870943
01029,-0.6821570182394925,-0.7705141817078719,-0.8037913380379134,-0.08835716346837941,-0.03327715633004147,0.08835716346837941,0.03327715633004147
01031,-0.49271623672230647,-0.5611787932777965,-0.5307744107744108,-0.06846255655549005,0.03040438250338573,0.06846255655549005,0.03040438250338573
01033,-0.20397690827453496,-0.3786474011639575,-0.38944273111955824,-0.17467049288942255,-0.01079532995560073,0.17467049288942255,0.01079532995560073
01035,0.01651951011107944,-0.051632498101746416,-0.07390156807949078,-0.06815200821282585,-0.02226906997774436,0.06815200821282585,0.02226906997774436
01037,-0.16283924843423797,-0.30445544554455445,-0.33491513049826616,-0.14161619711031648,-0.030459684953711708,0.14161619711031648,0.030459684953711708
01039,-0.583219866433249,-0.6825595984943539,-0.6807228915662651,-0.09933973206110491,0.0018367069280887938,0.09933973206110491,0.0018367069280887938
01041,-0.3554066687441571,-0.45460347853837557,-0.47816230920356656,-0.09919680979421847,-0.02355883066519099,0.09919680979421847,0.02355883066519099
01043,-0.6949821516672955,-0.7707601721543051,-0.7742228381639626,-0.07577802048700966,-0.0034626660096575,0.07577802048700966,0.0034626660096575
01045,-0.4215120978606456,-0.5010933916475546,-0.46271152092410583,-0.07958129378690904,0.038381870723448785,0.07958129378690904,0.038381870723448785
01047,0.39727008065670794,0.37500000000000006,0.3753918495297806,-0.02227008065670788,3.9184952978055243e-4,0.02227008065670788,3.9184952978055243e-4
01049,-0.5486317730377572,-0.6885696584836987,-0.6978471181359858,-0.13993788544594143,-0.009277459652287101,0.13993788544594143,0.009277459652287101
