unique_id,year,state_po,county_name,votemargin_DR,proportion_explained_by_DR,delta_2012_16,delta_2016_20,abs_delta_2012_16,abs_delta_2016_20,margin_2012,margin_2016,margin_2020,totalvotes,Education,Immigration,Income,Unemployment,Marital
2020_27091,2020,MN,MARTIN,-37.9,98,-17.4,3.2,17.4,3.2,-23.7,-41.1,-37.9,11009,21.7,1.5,25.3,2.9,25.2
2020_27101,2020,MN,MURRAY,-39.1,98.3,-28.8,-3.1,28.8,3.1,-7.2,-36,-39.1,4896,20.8,3.1,32.5,1.8,27.4
2020_27103,2020,MN,NICOLLET,3.2,97.5,-10.9,6.2,10.9,6.2,7.8,-3,3.2,19125,34.4,4.2,37.6,1.7,38
2020_27111,2020,MN,OTTER TAIL,-32.5,98.2,-14.5,3.2,14.5,3.2,-21.1,-35.7,-32.5,36399,25.9,2.6,29.799999999999997,2.5,24.7
2020_27115,2020,MN,PINE,-30.2,98,-25.5,-4.1,25.5,4.1,-0.7,-26.1,-30.2,16001,15.3,1.3,26.700000000000003,3.4,34.9
2020_27131,2020,MN,RICE,-0.2,97.7,-11.3,2.9,11.3,2.9,8.3,-3.1,-0.2,35686,28.5,7.6,38.7,3.3,38.7
2020_27133,2020,MN,ROCK,-38.7,98.1,-17.7,-3.2,17.7,3.2,-17.8,-35.5,-38.7,5240,23.8,2.5,34.8,1.2,26.2
2020_27137,2020,MN,SAINT LOUIS,15.6,97.6,-17.9,3.9,17.9,3.9,29.6,11.7,15.6,119531,30.1,2.3,28.199999999999996,3,37.9
2020_27141,2020,MN,SHERBURNE,-32.6,97.6,-14.7,4.1,14.7,4.1,-22,-36.8,-32.6,55612,25.7,3.5999999999999996,53.2,1.7,35.2
2020_27145,2020,MN,STEARNS,-22.5,97.6,-15.6,5.2,15.6,5.2,-12.1,-27.7,-22.5,84835,27.8,6.3,34.4,3.5,39.7
2020_27147,2020,MN,STEELE,-22.4,97.4,-19.6,3.4,19.6,3.4,-6.3,-25.8,-22.4,21128,26.8,4.6,36.8,2.5,30
2020_27149,2020,MN,STEVENS,-22.1,97.7,-12.2,-9.4,12.2,9.4,-0.4,-12.7,-22.1,5085,29.8,6.2,34.599999999999994,1.7,36.8
2020_27151,2020,MN,SWIFT,-29.5,98.2,-35.4,-3.9,35.4,3.9,9.8,-25.6,-29.5,5193,21.5,3.2,25,2.1,28.6
2020_27155,2020,MN,TRAVERSE,-27.4,98.3,-27.7,-4.1,27.7,4.1,4.4,-23.3,-27.4,1864,15.8,1.6,23.200000000000003,2.9,23.5
2020_27169,2020,MN,WINONA,0.4,97.7,-15.8,3.3,15.8,3.3,12.9,-2.9,0.4,27173,31.3,3.4000000000000004,30.2,2.3,43.8
2020_27171,2020,MN,WRIGHT,-28.6,97.5,-11.2,4.4,11.2,4.4,-21.7,-33,-28.6,82426,31,2.8000000000000003,52.5,2,29.9
2020_28009,2020,MS,BENTON,-20.8,99.1,-13.5,-7.5,13.5,7.5,0.2,-13.3,-20.8,4289,10.1,5.4,14.000000000000002,1.3,27
2020_28137,2020,MS,TATE,-34.6,98.4,-11.4,-3.9,11.4,3.9,-19.3,-30.7,-34.6,13093,17.2,1.3,26.8,3,32.8
2020_29007,2020,MO,AUDRAIN,-47.2,97.9,-17.2,-3.3,17.2,3.3,-26.6,-43.8,-47.2,10656,14.3,2,18,2.9,36.2
2020_29013,2020,MO,BATES,-58.5,98.3,-22.9,-3.9,22.9,3.9,-31.7,-54.6,-58.5,8416,14.8,1.1,19.6,3,26.9
2020_29025,2020,MO,CALDWELL,-60.4,98.7,-21.7,-4.9,21.7,4.9,-33.8,-55.5,-60.4,4682,15,0.8999999999999999,23.4,1.8,25.7
2020_29035,2020,MO,CARTER,-70.2,99,-22.7,-3.8,22.7,3.8,-43.7,-66.4,-70.2,2897,15.2,0,16.1,2.1,28
2020_29045,2020,MO,CLARK,-58.8,98.7,-43.6,-4.8,43.6,4.8,-10.3,-53.9,-58.8,3394,12.2,1.6,18.9,1.8,25.9
2020_29061,2020,MO,DAVIESS,-60.2,98.4,-23.6,-3.5,23.6,3.5,-33.1,-56.7,-60.2,3911,20.8,0.8999999999999999,23.9,1.3,24.7
2020_29069,2020,MO,DUNKLIN,-57,99.2,-23.4,-3.4,23.4,3.4,-30.2,-53.6,-57,10419,13.9,2.9000000000000004,12.6,4.1,32.8
2020_29075,2020,MO,GENTRY,-60.8,98.7,-20.8,-5,20.8,5,-35,-55.8,-60.8,3237,20.3,1.1,19.6,1.7,34.7
2020_29081,2020,MO,HARRISON,-68,99.2,-20.4,-3.2,20.4,3.2,-44.4,-64.8,-68,3826,15.7,1.3,14.7,1.8,31.1
2020_29085,2020,MO,HICKORY,-57.3,98.9,-29.9,-3.8,29.9,3.8,-23.5,-53.5,-57.3,5080,8.5,0.8999999999999999,8.9,3.7,19.1
2020_29087,2020,MO,HOLT,-69.9,98.8,-16.2,-2.9,16.2,2.9,-50.8,-67,-69.9,2343,18.2,1,19.3,1.5,21.3
2020_29093,2020,MO,IRON,-57.7,98.9,-38,-5.3,38,5.3,-14.5,-52.5,-57.7,4592,11.9,1.3,14.3,2.7,26.2
2020_29103,2020,MO,KNOX,-61.8,98.5,-29.5,-6.4,29.5,6.4,-25.9,-55.5,-61.8,1854,15.7,0.7000000000000001,12.3,2.5,34.9
2020_29115,2020,MO,LINN,-53.9,98.5,-27.5,-3,27.5,3,-23.5,-51,-53.9,5726,18.5,0.7000000000000001,23.1,1.2,25.3
2020_29123,2020,MO,MADISON,-62.8,98.7,-25,-4.6,25,4.6,-33.2,-58.2,-62.8,5676,14.1,1.2,20.6,2.4,25.9
2020_29125,2020,MO,MARIES,-64.5,98.6,-20.4,-3,20.4,3,-41.1,-61.5,-64.5,4771,15.8,1.7999999999999998,20.8,3.6,24.9
2020_29133,2020,MO,MISSISSIPPI,-49.6,99.1,-18.3,-8.2,18.3,8.2,-23.2,-41.4,-49.6,4756,12.5,1.3,9.7,3.6,39.2
2020_29143,2020,MO,NEW MADRID,-51,99.2,-25.1,-5.7,25.1,5.7,-20.3,-45.4,-51,7250,12,0.5,14.3,3.6,31.7
2020_29149,2020,MO,OREGON,-63.8,98.5,-26.9,-3.7,26.9,3.7,-33.2,-60.1,-63.8,4739,14.9,0.6,8.4,1.9,20.5
2020_29151,2020,MO,OSAGE,-71.5,99,-12.8,-2.9,12.8,2.9,-55.7,-68.5,-71.5,7539,20.4,0.1,31.9,1.1,28.1
2020_29153,2020,MO,OZARK,-68.1,99,-23.9,-3.4,23.9,3.4,-40.8,-64.7,-68.1,4864,11.7,1.3,8.6,1.8,17.6
2020_29155,2020,MO,PEMISCOT,-44.6,99,-18.8,-11.2,18.8,11.2,-14.6,-33.5,-44.6,5735,12,1,9.9,5.7,29.9
2020_29163,2020,MO,PIKE,-53.9,98.5,-19.7,-6.9,19.7,6.9,-27.3,-47,-53.9,7695,15,0.6,18.1,2.4,36.4
2020_29169,2020,MO,PULASKI,-45.7,97.6,-15.5,5.8,15.5,5.8,-36.1,-51.6,-45.7,14414,27.7,6,28.9,2.2,47.3
2020_29177,2020,MO,RAY,-44.9,98.3,-22.1,-8,22.1,8,-14.9,-36.9,-44.9,11649,14.1,0.6,34.5,2.1,28.4
2020_29179,2020,MO,REYNOLDS,-66.8,98.9,-37.2,-5.4,37.2,5.4,-24.2,-61.4,-66.8,3298,15.4,0.5,13.8,4.1,25.6
2020_29181,2020,MO,RIPLEY,-70.1,99.2,-22.2,-3.2,22.2,3.2,-44.6,-66.8,-70.1,5717,10.8,1,11,2.6,29.7
2020_29195,2020,MO,SALINE,-37.3,98.3,-19.9,-2.9,19.9,2.9,-14.4,-34.4,-37.3,9519,22.5,5.1,20.3,1.7,37.9
2020_29203,2020,MO,SHANNON,-63,99.1,-30.1,-6.9,30.1,6.9,-26,-56.1,-63,3906,14.5,0.4,11.2,2,19.9
2020_29205,2020,MO,SHELBY,-62.9,98.3,-21.1,-4,21.1,4,-37.8,-58.9,-62.9,3350,19.4,1,17.2,1.1,25.9
2020_29185,2020,MO,ST. CLAIR,-59.2,98.9,-21.7,-3.8,21.7,3.8,-33.7,-55.4,-59.2,4974,14.5,1.2,13.4,1.7,22.4
2020_29186,2020,MO,STE. GENEVIEVE,-41.3,98.5,-31.9,-6.4,31.9,6.4,-3,-34.9,-41.3,9484,17.9,0.8999999999999999,31.6,2.8,27.3
2020_29211,2020,MO,SULLIVAN,-60.5,99.2,-27.6,-5.9,27.6,5.9,-27.1,-54.6,-60.5,2471,15.2,9.4,17.4,1.2,31.7
2020_29215,2020,MO,TEXAS,-68.6,98.9,-21.1,-3.4,21.1,3.4,-44.1,-65.2,-68.6,11315,14.8,1.7999999999999998,10.8,3.1,27.9
2020_29221,2020,MO,WASHINGTON,-62.6,98.7,-36.2,-7.4,36.2,7.4,-19,-55.2,-62.6,9976,11.4,0.6,16.5,3.6,30.3
2020_29223,2020,MO,WAYNE,-70.5,99.2,-31,-4.9,31,4.9,-34.6,-65.6,-70.5,5878,9.9,0.8,12.6,3.5,22.1
2020_29229,2020,MO,WRIGHT,-71.9,98.6,-19.5,-3.7,19.5,3.7,-48.7,-68.2,-71.9,8739,11,0.6,11.6,3.1,23.4
2020_30005,2020,MT,BLAINE,3.8,98.1,-17.8,6.3,17.8,6.3,15.3,-2.5,3.8,3117,24.5,0.6,18.5,7.6,37.3
2020_30037,2020,MT,GOLDEN VALLEY,-66.8,97.8,-11.7,-4.8,11.7,4.8,-50.3,-62,-66.8,503,21.8,2.1,21.4,1.2,12.1
2020_30041,2020,MT,HILL,-13.6,96.6,-20.7,3.6,20.7,3.6,3.5,-17.2,-13.6,7182,26.7,1.2,22.9,3.9,35.7
2020_30047,2020,MT,LAKE,-14.5,97.7,-10.9,6.4,10.9,6.4,-10,-20.9,-14.5,16626,31.4,2.1999999999999997,23.9,3.4,30.6
2020_30055,2020,MT,MCCONE,-71,98.5,-14.2,-4.2,14.2,4.2,-52.6,-66.8,-71,1128,15.9,1.7000000000000002,27.800000000000004,1.1,30.2
2020_30059,2020,MT,MEAGHER,-51.8,98.3,-13.6,3.1,13.6,3.1,-41.3,-54.9,-51.8,1110,26.2,3.4000000000000004,19.6,0.3,25.2
2020_30061,2020,MT,MINERAL,-44.6,98.1,-14.7,-4.2,14.7,4.2,-25.6,-40.3,-44.6,2563,21.9,1,21.1,3.3,28.9
2020_30085,2020,MT,ROOSEVELT,-2.1,97.2,-22.1,4.3,22.1,4.3,15.6,-6.5,-2.1,4017,18.7,1.5,18.6,6,50.7
2020_30105,2020,MT,VALLEY,-49.4,97.7,-21.9,-2.9,21.9,2.9,-24.7,-46.5,-49.4,4261,19.3,1.1,23.1,3.8,27.9
2020_31001,2020,NE,ADAMS,-40.2,97.9,-10.7,4.1,10.7,4.1,-33.6,-44.3,-40.2,14602,25.6,5.800000000000001,27,1.6,32.7
2020_31007,2020,NE,BANNER,-77.8,98.8,-13.3,6.3,13.3,6.3,-70.8,-84.1,-77.8,410,26.7,5.1,25.3,1,5.5
2020_31013,2020,NE,BOX BUTTE,-57,97.5,-28.8,-3.1,28.8,3.1,-25,-53.9,-57,5181,17.7,6.3,31.7,3.2,24.7
2020_31025,2020,NE,CASS,-35.2,97.2,-12.2,3.2,12.2,3.2,-26.2,-38.4,-35.2,15284,29.4,1.4,41.2,1.8,26.9
2020_31043,2020,NE,DAKOTA,-17.4,98.2,-17.9,3.3,17.9,3.3,-2.8,-20.7,-17.4,6794,14.7,23.799999999999997,31.2,3.1,33.3
2020_31045,2020,NE,DAWES,-44.9,97.4,-13.7,4.9,13.7,4.9,-36.1,-49.8,-44.9,4121,38.2,0.7000000000000001,21.7,1.1,40.9
2020_31069,2020,NE,GARDEN,-71.5,98.5,-12.8,-4.9,12.8,4.9,-53.8,-66.6,-71.5,1195,23.1,2.6,15.9,1.1,20.7
2020_31093,2020,NE,HOWARD,-61.1,98.1,-24.1,-3,24.1,3,-34,-58.1,-61.1,3501,21.7,1.7000000000000002,29.799999999999997,2.3,19.9
2020_31105,2020,NE,KIMBALL,-69.1,97.7,-15.8,-3.5,15.8,3.5,-49.8,-65.6,-69.1,1874,13.2,1.6,20.6,4.2,27.5
2020_31151,2020,NE,SALINE,-28.5,97.3,-19.3,-3.8,19.3,3.8,-5.4,-24.7,-28.5,5770,19.2,16,24.6,1.6,35.1
2020_31157,2020,NE,SCOTTS BLUFF,-43.7,97.9,-10.7,4.3,10.7,4.3,-37.2,-48,-43.7,15469,23.1,3.7,24.9,2.9,30.3
2020_31163,2020,NE,SHERMAN,-57.7,98.1,-27,-6.2,27,6.2,-24.5,-51.5,-57.7,1698,21.6,1.6,24.7,2.1,19.5
2020_31173,2020,NE,THURSTON,-2.5,99,-19.8,3.4,19.8,3.4,13.9,-5.9,-2.5,2325,18.9,1.5,26.700000000000003,7.8,45
2020_31183,2020,NE,WHEELER,-75.5,99,-11.5,-7.8,11.5,7.8,-56.2,-67.7,-75.5,502,25.1,0.7000000000000001,20.9,0,17.4
2020_32009,2020,NV,ESMERALDA,-67.3,97.3,-10.7,-4.9,10.7,4.9,-51.7,-62.4,-67.3,480,16.8,9.5,7.7,1.3,28.2
2020_32013,2020,NV,HUMBOLDT,-53.9,97.4,-12.6,-5.2,12.6,5.2,-36.1,-48.7,-53.9,7771,18.8,11,35.099999999999994,2.5,26.9
2020_33001,2020,NH,BELKNAP,-10.4,98.4,-11.6,6.1,11.6,6.1,-5,-16.5,-10.4,38391,31.7,2.6,36.1,2.4,28.3
2020_33005,2020,NH,CHESHIRE,17.2,98.2,-12.3,4.9,12.3,4.9,24.7,12.4,17.2,44220,33.7,3.1,34,2.5,35.6
2020_33007,2020,NH,COOS,-5.9,98.4,-26.4,3,26.4,3,17.5,-8.9,-5.9,16515,19.7,2.6,21.4,2.8,32.3
2020_33019,2020,NH,SULLIVAN,3.6,98,-15.9,6.2,15.9,6.2,13.3,-2.6,3.6,24380,29.6,2.7,33.2,1.5,33.2
2020_34009,2020,NJ,CAPE MAY,-16,98.9,-11.3,3.9,11.3,3.9,-8.6,-19.9,-16,57714,33.6,4.3999999999999995,40.1,3.8,28.1
2020_34029,2020,NJ,OCEAN,-28.8,98.7,-15.9,4.7,15.9,4.7,-17.6,-33.5,-28.8,341516,31.4,7.7,40.400000000000006,3.1,31.3
2020_35019,2020,NM,GUADALUPE,14.5,98.3,-23.1,-6,23.1,6,43.6,20.5,14.5,2189,8.5,3.5999999999999996,7.000000000000001,3,43.6
2020_35023,2020,NM,HIDALGO,-15,98.4,-11.7,-8.3,11.7,8.3,5,-6.7,-15,1974,19.9,6.7,18,3.6,25.6
2020_35028,2020,NM,LOS ALAMOS,26.6,96.2,16.5,6.4,16.5,6.4,3.7,20.2,26.6,12293,67.6,8.799999999999999,77.7,2.4,29.9
2020_35033,2020,NM,MORA,31.3,98.6,-16.4,-4.3,16.4,4.3,52.1,35.7,31.3,2686,17.6,1.6,5.7,3.5,42.9
2020_35037,2020,NM,QUAY,-37.8,98.2,-11.4,-4.3,11.4,4.3,-22.1,-33.5,-37.8,3873,15.4,2.6,9.3,1.2,35.8
2020_35039,2020,NM,RIO ARRIBA,33.6,98.6,-12.3,-6.7,12.3,6.7,52.6,40.3,33.6,16628,18.5,4.5,16,3.5,41.6
2020_35047,2020,NM,SAN MIGUEL,38.7,98.1,-10.6,-7.5,10.6,7.5,56.9,46.2,38.7,11531,22,3.5999999999999996,8,2.7,47.6
2020_35057,2020,NM,TORRANCE,-33.3,97.7,-13.3,-2.8,13.3,2.8,-17.2,-30.5,-33.3,7281,15.6,5.800000000000001,12.8,4.3,36.7
2020_36009,2020,NY,CATTARAUGUS,-29.3,97.2,-23.9,3.4,23.9,3.4,-8.8,-32.7,-29.3,35018,19.9,1.7999999999999998,22.8,3.2,34.7
2020_36013,2020,NY,CHAUTAUQUA,-19.7,96.9,-19.6,3.4,19.6,3.4,-3.4,-23.1,-19.7,59770,23.1,2.5,20.8,3.1,35.7
2020_36015,2020,NY,CHEMUNG,-13.3,97.1,-17.7,4.2,17.7,4.2,0.2,-17.6,-13.3,39711,23.6,3.2,26.1,3.4,36.9
2020_36019,2020,NY,CLINTON,5.2,97.9,-24.8,3.3,24.8,3.3,26.7,1.9,5.2,35637,24.4,4.3999999999999995,29.799999999999997,2.5,39.5
2020_36021,2020,NY,COLUMBIA,16.6,97.4,-11,11.6,11,11.6,15.9,4.9,16.6,35781,33.7,6.6000000000000005,37.2,3.4,33.1
2020_36023,2020,NY,CORTLAND,-1.9,96.6,-16.3,3.7,16.3,3.7,10.7,-5.6,-1.9,21892,26.9,2.5,29.6,3.5,41.5
2020_36025,2020,NY,DELAWARE,-18.4,97.6,-20.4,8.5,20.4,8.5,-6.5,-26.9,-18.4,23074,22.1,4.3999999999999995,22.2,2.3,35.7
2020_36027,2020,NY,DUTCHESS,9.6,97.6,-10.8,9.2,10.8,9.2,11.2,0.4,9.6,151889,36.4,11.7,47.7,3.1,37.5
2020_36029,2020,NY,ERIE,14.6,97.5,-12.3,8.2,12.3,8.2,18.7,6.4,14.6,476787,35.1,7.199999999999999,29.799999999999997,3,39.7
2020_36031,2020,NY,ESSEX,5,97.2,-20.8,6.1,20.8,6.1,19.7,-1.1,5,19470,29.8,4,28.7,2.6,34.2
2020_36033,2020,NY,FRANKLIN,-2.1,97.4,-32.4,3.3,32.4,3.3,27,-5.5,-2.1,19420,20.7,3,24.5,3.5,42.2
2020_36037,2020,NY,GENESEE,-31.4,96.8,-20,3.6,20,3.6,-15,-35.1,-31.4,29431,21.9,2.4,30.7,2.5,33.1
2020_36039,2020,NY,GREENE,-15.5,97.2,-19.1,10.2,19.1,10.2,-6.6,-25.7,-15.5,25320,23.9,5.800000000000001,27.6,2,38.5
2020_36041,2020,NY,HAMILTON,-30,97.5,-12.8,4.6,12.8,4.6,-21.7,-34.6,-30,3489,19.9,1.7000000000000002,30.7,1.1,29.8
2020_36051,2020,NY,LIVINGSTON,-18,96.9,-16.2,3.9,16.2,3.9,-5.8,-22,-18,31656,27.5,3.3000000000000003,30.4,2.3,37.1
2020_36053,2020,NY,MADISON,-10.5,96.9,-18.5,3.7,18.5,3.7,4.3,-14.2,-10.5,34266,26.6,2.7,31.2,2.3,36.9
2020_36063,2020,NY,NIAGARA,-9.6,97.4,-21.9,8.2,21.9,8.2,4.1,-17.8,-9.6,104866,25.6,3.9,28.000000000000004,3.2,35.1
2020_36065,2020,NY,ONEIDA,-15.4,97.1,-17.7,4.1,17.7,4.1,-1.7,-19.4,-15.4,101696,26.6,8.1,29.5,2.5,38.3
2020_36071,2020,NY,ORANGE,-0.2,97.9,-14.6,5.3,14.6,5.3,9.1,-5.5,-0.2,173305,30.8,11.5,46.9,3,38.1
2020_36073,2020,NY,ORLEANS,-35.7,96.7,-25.3,3.8,25.3,3.8,-14.1,-39.5,-35.7,18314,16.3,2.9000000000000004,24.6,3.3,34.8
2020_36077,2020,NY,OTSEGO,-5,96.9,-15.6,6.1,15.6,6.1,4.5,-11.1,-5,28223,33.4,3.7,27.1,3.3,36.8
2020_36083,2020,NY,RENSSELAER,5.6,96.9,-16.8,7,16.8,7,15.4,-1.4,5.6,79962,33.9,5.3,40.2,3.3,40.8
2020_36093,2020,NY,SCHENECTADY,15.6,97.1,-11.9,8.4,11.9,8.4,19.1,7.1,15.6,75381,32.1,10,35.4,4.4,40.7
2020_36095,2020,NY,SCHOHARIE,-28.8,96.4,-22.2,3.8,22.2,3.8,-10.4,-32.7,-28.8,15810,23.6,3.2,29.299999999999997,3.1,34.4
2020_36097,2020,NY,SCHUYLER,-17.5,97.2,-18,4.8,18,4.8,-4.3,-22.3,-17.5,9799,23.2,1.7999999999999998,24.8,3.4,31.7
2020_36101,2020,NY,STEUBEN,-29.4,97.3,-20.7,4.6,20.7,4.6,-13.4,-34.1,-29.4,46516,24.6,3.5000000000000004,26.5,3.4,30.9
2020_36103,2020,NY,SUFFOLK,-1,98.1,-14.4,5.8,14.4,5.8,7.5,-6.8,-1,757877,37.3,15.3,66.60000000000001,3,36
2020_36107,2020,NY,TIOGA,-20.5,97,-13.6,5.2,13.6,5.2,-12.1,-25.7,-20.5,25170,26.1,1.9,31.8,3.4,28.2
2020_36111,2020,NY,ULSTER,20.8,97.4,-13.4,10.8,13.4,10.8,23.3,10,20.8,98160,33.2,7.7,34.5,3.2,38.3
2020_36113,2020,NY,WARREN,-0.2,97.1,-13,8.3,13,8.3,4.6,-8.5,-0.2,36394,32.3,3.7,33.900000000000006,2.5,30
2020_36115,2020,NY,WASHINGTON,-15.5,97.3,-23.6,2.9,23.6,2.9,5.2,-18.4,-15.5,28256,20.2,2.4,29.9,3.3,37.5
2020_36117,2020,NY,WAYNE,-19.4,97,-20.9,5.5,20.9,5.5,-4,-25,-19.4,45031,23.7,2.8000000000000003,31.8,2.3,29.6
2020_36121,2020,NY,WYOMING,-45.3,97.4,-25.5,4.1,25.5,4.1,-23.8,-49.4,-45.3,19483,18,2,29.2,2.8,34.1
2020_37005,2020,NC,ALLEGHANY,-50,99,-11.5,-2.9,11.5,2.9,-35.7,-47.2,-50,6076,20.8,4.7,11.9,1.7,21.6
2020_37007,2020,NC,ANSON,4.2,99.2,-12.5,-8.6,12.5,8.6,25.3,12.8,4.2,11194,11.1,2.8000000000000003,14.000000000000002,4.1,41.9
2020_37017,2020,NC,BLADEN,-13.7,99.3,-11.4,-4.3,11.4,4.3,2,-9.4,-13.7,17125,18.2,3.7,11.9,2.4,32.4
2020_37047,2020,NC,COLUMBUS,-27.9,99.4,-14.1,-6,14.1,6,-7.8,-21.9,-27.9,26446,12.9,2.7,13,2.7,36.2
2020_37053,2020,NC,CURRITUCK,-46.2,98.2,-14.5,3.1,14.5,3.1,-34.8,-49.3,-46.2,16147,25.2,2.3,41.2,2.1,26.6
2020_37073,2020,NC,GATES,-13.7,99,-13.2,-4.7,13.2,4.7,4.1,-9.1,-13.7,5971,12.5,1,18.9,5.5,30.1
2020_37123,2020,NC,MONTGOMERY,-31.8,99.1,-10.7,-6,10.7,6,-15.1,-25.8,-31.8,12849,16.3,9.1,18.3,1.7,34.6
2020_37143,2020,NC,PERQUIMANS,-32.2,98.8,-11.7,-4.5,11.7,4.5,-16,-27.7,-32.2,7484,19.6,2.3,23,2.6,24.1
2020_37153,2020,NC,RICHMOND,-14.8,99.1,-12.7,-5.1,12.7,5.1,2.9,-9.7,-14.8,20763,17.8,3.4000000000000004,13.4,4.7,36.9
2020_37155,2020,NC,ROBESON,-18.6,99.2,-21.7,-14.3,21.7,14.3,17.4,-4.3,-18.6,47188,14,4.2,10.5,3.7,43.7
2020_38005,2020,ND,BENSON,-13.9,97.7,-21.3,-9.5,21.3,9.5,17,-4.3,-13.9,1961,17.2,0.7000000000000001,22.5,2,46.9
2020_38015,2020,ND,BURLEIGH,-40.2,96.7,-13.3,4.9,13.3,4.9,-31.9,-45.1,-40.2,50753,36.5,2.5,40.6,1.7,33.3
2020_38019,2020,ND,CAVALIER,-50.7,97.7,-25.7,-6.8,25.7,6.8,-18.2,-43.9,-50.7,2020,22.8,1.3,26.200000000000003,1.1,24
